POCHAL_Altica_lythri,24
POCHBR_Acanthoscelides_obtectus,20
POCHBR_Bruchidius_aureus,20
POCHBR_Bruchidius_saundersi,20
POCHBR_Bruchidius_urbanus,20
POCHBR_Bruchus_pisorum,21
POCHBR_Bruchus_rufimanus,37
POCHBR_Callosobruchus_analis,20
POCHBR_Callosobruchus_chinensis,20
POCHBR_Callosobruchus_maculatus,19.6
POCHBR_Callosobruchus_subinnotatus,20
POCHBR_Conicobruchus,20
POCHBR_Pachymerus_sp,20
POCHBR_Spermophagus_sp,32
POCHBR_Zabrotes_subfasciatus,26
POCHCA_Agroiconota_propinqua,38
POCHCA_Aspidomorpha_sp,17.6
POCHCA_Baliosus_sp,18
POCHCA_Cassida_fuscorufa,18
POCHCA_Cassida_rubiginosa,18
POCHCA_Chalepus_sp,17.6
POCHCA_Charidotella_sexpunctata,22
POCHCA_Chelymorpha_sp,22
POCHCA_Coptocycla_adamantina,18
POCHCA_Dactylispa_sp,16
POCHCA_Deloyala_guttata,18.3
POCHCA_Dicladispa_testacea,16
POCHCA_Hilarocassis_sp,34
POCHCA_Laccoptera_sp,18.25
POCHCA_Microrhopala_vittata,32
POCHCA_Notosacantha_sp,16
POCHCA_Octotoma_scabripennis,20
POCHCA_Stolas_sp,26
POCHCH_Calligrapha_alni,23
POCHCH_Calligrapha_amator,23
POCHCH_Calligrapha_bidenticola,23
POCHCH_Calligrapha_californica,23
POCHCH_Calligrapha_confluens,23
POCHCH_Calligrapha_fulvipes,23
POCHCH_Calligrapha_multipunctata,23.5
POCHCH_Calligrapha_philadelphica,23
POCHCH_Calligrapha_polyspila,24
POCHCH_Calligrapha_rowena,23
POCHCH_Calligrapha_scalaris,23
POCHCH_Chlamisus_sp,21
POCHCH_Chrysolina_affinis,24
POCHCH_Chrysolina_americana,24
POCHCH_Chrysolina_aurichalcea,39.2
POCHCH_Chrysolina_bicolor,24
POCHCH_Chrysolina_carnifex,40
POCHCH_Chrysolina_cerealis,24
POCHCH_Chrysolina_coerulans,24
POCHCH_Chrysolina_colasi,24
POCHCH_Chrysolina_curvilinea,40
POCHCH_Chrysolina_diluta,36
POCHCH_Chrysolina_fastuosa,24
POCHCH_Chrysolina_femoralis,24
POCHCH_Chrysolina_gemina,24
POCHCH_Chrysolina_geminata,38
POCHCH_Chrysolina_graminis,26
POCHCH_Chrysolina_grossa,24
POCHCH_Chrysolina_haemoptera,40
POCHCH_Chrysolina_herbacea,24
POCHCH_Chrysolina_lucida,24
POCHCH_Chrysolina_marginata,40
POCHCH_Chrysolina_obsoleta,23
POCHCH_Chrysolina_peregrina,46
POCHCH_Chrysolina_polita,24
POCHCH_Chrysolina_timarchoides,47
POCHCH_Chrysolina_varians,32
POCHCH_Chrysolina_viridana,24
POCHCH_Chrysomela_interrupta,34
POCHCH_Chrysomela_lapponica,34
POCHCH_Chrysomela_mainensis,34
POCHCH_Chrysomela_populi,34
POCHCH_Chrysomela_schaefferi,34.5
POCHCH_Chrysomela_tremulae,34
POCHCH_Cyrtonus_arcasi,40
POCHCH_Cyrtonus_contractus,28
POCHCH_Cyrtonus_cupreovirens,28
POCHCH_Cyrtonus_cylindricus,28
POCHCH_Cyrtonus_dufouri,28
POCHCH_Cyrtonus_elegans,28
POCHCH_Cyrtonus_fairmairei,40
POCHCH_Cyrtonus_majoricensis,28
POCHCH_Cyrtonus_pardoi,46
POCHCH_Cyrtonus_plumbeus,28
POCHCH_Cyrtonus_puncticeps,40
POCHCH_Cyrtonus_rotundatus,28
POCHCH_Cyrtonus_ruficornis,28
POCHCH_Desmogramma_sp,24
POCHCH_Doryphora_sp,12
POCHCH_Entomoscelis_sp,26
POCHCH_Exema_canadensis,18
POCHCH_Gastrophysa_cyanea,30
POCHCH_Gastrophysa_poligoni,24
POCHCH_Gastrophysa_viridula,28
POCHCH_Gonioctena_linnaeana,24
POCHCH_Gonioctena_sibirica_M,24
POCHCH_Gonioctena_springlovae,40
POCHCH_Gonioctena_variabilis,24
POCHCH_Gonioctena_viminalis,24
POCHCH_Labidomera_clivicollis,33
POCHCH_Leptinotarsa_haldemani,35
POCHCH_Leptinotarsa_juncta,35
POCHCH_Leptinotarsa_texana,35
POCHCH_Linaeidea_aenea,34
POCHCH_Oreina_alpestris,24
POCHCH_Oreina_cacaliae,24
POCHCH_Oreina_elongata,24
POCHCH_Oreina_ganglbaueri,24
POCHCH_Oreina_intricata,24
POCHCH_Oreina_variabilis,24
POCHCH_Oreina_virgulata,24
POCHCH_Paropsis_atomaria,24
POCHCH_Paropsis_porosa_M,24
POCHCH_Paropsisterna_sp,24
POCHCH_Phaedon_sp,34
POCHCH_Philhydronopa_sp,24
POCHCH_Phratora_laticollis,34
POCHCH_Phratora_tibialis,34
POCHCH_Plagiodera_versicolora,28
POCHCH_Platyphora_sp,24
POCHCH_Prasocuris_sp,34
POCHCH_Timarcha_aurichalcea,18
POCHCH_Timarcha_balearica,22
POCHCH_Timarcha_calceata,30
POCHCH_Timarcha_cornuta,18
POCHCH_Timarcha_cyanescens,20
POCHCH_Timarcha_espanoli,26
POCHCH_Timarcha_fallax,20
POCHCH_Timarcha_geniculata,20
POCHCH_Timarcha_goettingensis,20
POCHCH_Timarcha_gougeleti,20
POCHCH_Timarcha_granadensis,22
POCHCH_Timarcha_hispanica,20
POCHCH_Timarcha_insparsa,20
POCHCH_Timarcha_intermedia,20
POCHCH_Timarcha_interstitialis,20
POCHCH_Timarcha_intricata,44
POCHCH_Timarcha_lugens,20
POCHCH_Timarcha_marginicollis,20
POCHCH_Timarcha_maritima,20
POCHCH_Timarcha_metallica,20
POCHCH_Timarcha_montserratensis,20
POCHCH_Timarcha_perezi,20
POCHCH_Timarcha_pimelioides,28
POCHCH_Timarcha_recticollis,20
POCHCH_Timarcha_rugosa,26
POCHCH_Timarcha_scabripennis,26
POCHCH_Timarcha_sinuaticollis,20
POCHCH_Timarcha_strangulata,28
POCHCH_Timarcha_tenebricosa,22
POCHCH_Timarcha_ventricosa,26
POCHCH_Zygogramma_sp,25
POCHCL_Coptocephala_sp,24
POCHCL_Lachnaia_sp,24
POCHCL_Macrolenes_dentipes,22
POCHCL_Smaragdina_sp,24
POCHCR_Crioceris_asparagi,16
POCHCR_Crioceris_paracenthesis,16
POCHCR_Cryptocephalus_venustus,29.9
POCHCR_Lema_sp,17.85
POCHCR_Lilioceris_sp,20.67
POCHCR_Oulema_melanopus,16
POCHCR_Pachybrachis_sp,16
POCHDO_Donacia_bicolor,30
POCHDO_Donacia_biimpressa,30
POCHDO_Donacia_clavipes,30
POCHDO_Donacia_hirticollis,28
POCHDO_Donacia_subtilis,28
POCHDO_Donacia_vulgaris,30
POCHEU_Basilepta_sp,26.6
POCHEU_Bromius_obscurus,16
POCHEU_Chalcophana_sp,26
POCHEU_Colaspis_sp,26
POCHEU_Colasposoma_auripenne,16
POCHEU_Eumolpus_sp,22
POCHEU_Nodonota_sp,13
POCHEU_Paria_sp,16
POCHGA_Acalymma_blandulum,19
POCHGA_Acalymma_fairmairei,27
POCHGA_Acalymma_trivittatum,21
POCHGA_Acalymma_vittatum,21
POCHGA_Aedmon_sp,39
POCHGA_Agelastica_coerulea,24
POCHGA_Alagoasa_bicolor,22
POCHGA_Alagoasa_cf_arcifera,16
POCHGA_Alagoasa_cruxnigra,22
POCHGA_Alagoasa_decemgutatta,22
POCHGA_Alagoasa_extrema,22
POCHGA_Alagoasa_libentina,22
POCHGA_Aphthona_lutescens,24
POCHGA_Apophylia_sp,30
POCHGA_Argopus_sp,50
POCHGA_Asiorestia_sp,38
POCHGA_Asphaera_abdominalis,22
POCHGA_Asphaera_unicolor,22
POCHGA_Aulacophora_sp,46.9
POCHGA_Blepharida_rhois,32
POCHGA_Capraita_sp,22
POCHGA_Cerotoma_sp,29
POCHGA_Chaetocnema_chlorophana,20
POCHGA_Chaetocnema_concinna,22
POCHGA_Diabrotica_adelpha,19
POCHGA_Diabrotica_balteata,19
POCHGA_Diabrotica_cristata,19
POCHGA_Diabrotica_limitata,19
POCHGA_Diabrotica_longicornis,19.3
POCHGA_Diabrotica_nummularis,19
POCHGA_Diabrotica_porracea,19
POCHGA_Diabrotica_scutellata,19
POCHGA_Diabrotica_sexmaculata,19
POCHGA_Diabrotica_speciosa,21
POCHGA_Diabrotica_tibialis,19
POCHGA_Diabrotica_undecimpunctata,19
POCHGA_Dibolia_sp,36
POCHGA_Diorhabda_sp,40
POCHGA_Disonycha_sp,43.3
POCHGA_Epitrix_fasciata,26
POCHGA_Exora_sp,31
POCHGA_Galeruca_sp,41.3
POCHGA_Galerucella_birmanica,34
POCHGA_Galerucella_calmariensis,34
POCHGA_Galerucella_lineola,34
POCHGA_Galerucella_nympheae,34
POCHGA_Galerucella_placida,38
POCHGA_Galerucella_pusilla,16
POCHGA_Galerucella_tenella,26
POCHGA_Glyptina_sp,28
POCHGA_Gynandrobrotica_lepida,17
POCHGA_Gynandrobrotica_nigrofasciata,17
POCHGA_Heikertingerella_sp,20
POCHGA_Hemipyxis_sp,24
POCHGA_Hermaeophaga_sp,16.5
POCHGA_Hypolampsis_sp,20
POCHGA_Isotes_multipunctata,23
POCHGA_Lochmaea_capreae,34
POCHGA_Longitarsus_exsoletus,32
POCHGA_Luperus_sp,33
POCHGA_Lysathia_ludoviciana,24
POCHGA_Macrohaltica_sp,24.67
POCHGA_Monolepta_sp,20
POCHGA_Monoxia_sp,27
POCHGA_Neocrepidodera_sp,38
POCHGA_Oedionychus_cinctus,16
POCHGA_Oides_sp,33
POCHGA_Omophoita_octoguttata,22
POCHGA_Omophoita_personata,22
POCHGA_Ophraella_communa,34
POCHGA_Ophraella_notulata_M,36
POCHGA_Ophrida_sp,32
POCHGA_Paranaita_bilimbata,22
POCHGA_Paratriarius_sp,21
POCHGA_Paridea_sp,40
POCHGA_Phyllotreta_sp,31.33
POCHGA_Podagrica_malvae,40
POCHGA_Podontia_sp,36
POCHGA_Psylliodes_affinis,20
POCHGA_Psylliodes_chrysocephalus,36
POCHGA_Psylliodes_cupreus,34
POCHGA_Psylliodes_dulcamarae,28
POCHGA_Psylliodes_marcidus_M,34
POCHGA_Psylliodes_napi,34
POCHGA_Pyrrhalta_viburni,36
POCHGA_Sermylassa_halensis,44
POCHGA_Sphaeroderma_sp,52
POCHGA_Syphrea_sp,22.3
POCHGA_Systena_sp,32
POCHGA_Trirhabda_canadensis,30.25
POCHGA_Trirhabda_virgata,28
POCHGA_Walterianella_sp,25
POCHGA_Xanthogaleruca_luteola,30
POCHSA_Sagra_femorata,16